pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
FF,5/7/2023,94.5,-1.41,6.12,"Cole, Gerrit",650490,543037,,foul,,,,,2,Yandy Diaz strikes out on automatic strike.,R,R,R,TB,NYY,S,,,0,0,2023,-0.49,1.68,-0.02,3.44,,,,0,1,Bot,,,,,624431,,,4.683785564,-137.535255,-4.989341031,-7.331350401,31.61000887,-9.995702393,3.42,1.61,247,74.8,36,94.1,2329,6.1,718271,543037,624431,518934,650402,665828,683011,543305,664056,643396,54.4,,,,,,,,6,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,209,0,-0.038,,
FF,5/2/2023,95.7,-1.64,5.92,"Cole, Gerrit",664702,543037,field_out,hit_into_play,,,,,5,Myles Straw flies out to right fielder Oswaldo Cabrera.,R,R,R,NYY,CLE,X,9,fly_ball,1,0,2023,-0.56,1.66,0.2,2.6,,686823,,2,6,Top,193.31,89.47,,,624431,,,6.098806322,-139.1089477,-6.809764187,-8.64990186,33.74430308,-9.28435706,3.36,1.56,318,90.4,30,95.2,2458,6.3,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.23,0.074,0.105,0,1,0,0,3,44,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Strategic,207,0.027,-0.35,,
FF,5/2/2023,96,-1.72,5.89,"Cole, Gerrit",664702,543037,,ball,,,,,13,Myles Straw flies out to right fielder Oswaldo Cabrera.,R,R,R,NYY,CLE,B,,,0,0,2023,-0.54,1.71,-0.02,1.26,,686823,,2,6,Top,,,,,624431,,,5.717081794,-139.2770843,-10.46493555,-8.305025367,32.35563802,-7.759038297,3.33,1.56,,,,95.8,2462,6.4,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.08,,,,,,,,44,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Strategic,212,0,0.023,,
CH,5/2/2023,88.4,-1.78,5.72,"Cole, Gerrit",686823,543037,single,hit_into_play,,,,,13,"Will Brennan singles on a soft ground ball to pitcher Gerrit Cole.   Will Brennan to 2nd.  Will Brennan advances to 2nd, on a throwing error by pitcher Gerrit Cole.",R,L,R,NYY,CLE,X,1,ground_ball,1,1,2023,-1.29,0.69,-0.93,2.24,,,,2,6,Top,140.32,187.35,,,624431,,,4.747261727,-128.6571263,-3.848308277,-15.36597713,26.52076277,-23.94324481,3.39,1.59,1,59.2,-60,88.4,1439,6.2,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.25,0.249,0.241,0.9,1,1,0,1,43,3,Changeup,0,2,2,0,2,0,2,0,Standard,Standard,238,-0.019,0.138,,
FF,5/2/2023,96.5,-1.76,5.97,"Cole, Gerrit",686823,543037,,ball,,,,,11,"Will Brennan singles on a soft ground ball to pitcher Gerrit Cole.   Will Brennan to 2nd.  Will Brennan advances to 2nd, on a throwing error by pitcher Gerrit Cole.",R,L,R,NYY,CLE,B,,,0,1,2023,-0.83,1.55,-0.44,4.8,,,,2,6,Top,,,,,624431,,,5.355736217,-140.4180227,-1.049817117,-12.14951186,32.63903281,-11.68346319,3.36,1.59,,,,96.1,2408,6.1,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.39,,,,,,,,43,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,214,0,0.012,,
FF,5/2/2023,96.3,-1.75,5.95,"Cole, Gerrit",686823,543037,,foul,,,,,6,"Will Brennan singles on a soft ground ball to pitcher Gerrit Cole.   Will Brennan to 2nd.  Will Brennan advances to 2nd, on a throwing error by pitcher Gerrit Cole.",R,L,R,NYY,CLE,S,,,0,0,2023,-0.85,1.51,0.54,2.29,,,,2,6,Top,,,,,624431,,,8.034020515,-139.8215261,-7.572255161,-12.98342265,30.8235827,-10.87157552,3.39,1.59,215,71.3,30,96.4,2414,6.4,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.09,,,,,,,,43,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,216,0,-0.017,,
FF,5/2/2023,96.6,-1.66,6.04,"Cole, Gerrit",572287,543037,strikeout,foul_tip,,,,,3,Mike Zunino strikes out on a foul tip.,R,R,R,NYY,CLE,S,2,,1,2,2023,-0.67,1.61,0.52,3.35,,,,1,6,Top,,,,,624431,,,7.337817347,-140.50822,-5.272607539,-10.56676312,32.12292224,-9.876753921,3.23,1.52,,,,96.6,2528,6.3,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.15,,0,0,1,0,0,,42,4,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,213,0.012,-0.119,,
FF,5/2/2023,96.7,-1.54,5.98,"Cole, Gerrit",572287,543037,,foul,,,,,2,Mike Zunino strikes out on a foul tip.,R,R,R,NYY,CLE,S,,,1,1,2023,-0.75,1.42,0,2.95,,,,1,6,Top,,,,,624431,,,5.805059161,-140.6116864,-5.700407571,-11.3115156,33.77476461,-12.30256313,3.23,1.52,260,77.4,38,96.2,2442,6.2,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.33,,,,,,,,42,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,207,0,-0.043,,
KC,5/2/2023,83.1,-1.68,5.87,"Cole, Gerrit",572287,543037,,ball,,,,,14,Mike Zunino strikes out on a foul tip.,R,R,R,NYY,CLE,B,,,0,1,2023,0.74,-1.28,0.81,0.5,,,,1,6,Top,,,,,624431,,,4.229925895,-120.9525717,-3.223556633,6.203258322,27.0894537,-44.09792244,3.26,1.52,,,,82.3,2829,6.1,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.45,,,,,,,,42,2,Knuckle Curve,0,2,2,0,2,0,2,0,Standard,Standard,39,0,0.019,,
SL,5/2/2023,88.8,-1.88,5.9,"Cole, Gerrit",572287,543037,,foul,,,,,1,Mike Zunino strikes out on a foul tip.,R,R,R,NYY,CLE,S,,,0,0,2023,0.47,0.32,-0.36,3.29,,,,1,6,Top,,,,,624431,,,2.734425623,-129.4551008,-1.105858563,4.85420021,23.40078426,-28.48680627,3.23,1.52,234,72.4,35,89.1,2633,6.1,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.43,,,,,,,,42,1,Slider,0,2,2,0,2,0,2,0,Standard,Standard,128,0,-0.026,,
FF,5/2/2023,96.7,-1.82,5.88,"Cole, Gerrit",665926,543037,strikeout,swinging_strike,,,,,12,Andres Gimenez strikes out swinging.,R,L,R,NYY,CLE,S,2,,2,2,2023,-0.98,1.43,0.04,3.94,,,,0,6,Top,,,,,624431,,,7.192820516,-140.5806232,-2.848510246,-14.66550265,33.45893081,-12.83195373,3.24,1.51,,,,96.4,2408,6.3,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.21,,0,0,1,0,0,,41,5,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,217,0.017,-0.214,,
CH,5/2/2023,88,-1.81,5.73,"Cole, Gerrit",665926,543037,,ball,,,,,13,Andres Gimenez strikes out swinging.,R,L,R,NYY,CLE,B,,,1,2,2023,-1.2,1.25,-0.76,1.31,,,,0,6,Top,,,,,624431,,,5.047695267,-127.8798125,-7.183276339,-14.24771888,27.85118533,-17.15509355,3.13,1.51,,,,87.8,1519,6.4,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.14,,,,,,,,41,4,Changeup,0,2,2,0,2,0,2,0,Standard,Standard,237,0,0.041,,
CH,5/2/2023,87.4,-1.82,5.79,"Cole, Gerrit",665926,543037,,ball,,,,,13,Andres Gimenez strikes out swinging.,R,L,R,NYY,CLE,B,,,0,2,2023,-1.47,0.59,-2.2,1.61,,,,0,6,Top,,,,,624431,,,2.105527294,-127.1892459,-5.131139098,-16.38517702,26.66128022,-24.92587849,3.19,1.51,,,,87.2,1623,6.2,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.27,,,,,,,,41,3,Changeup,0,2,2,0,2,0,2,0,Standard,Standard,232,0,0.022,,
SL,5/2/2023,89.7,-1.73,5.98,"Cole, Gerrit",665926,543037,,foul,,,,,12,Andres Gimenez strikes out swinging.,R,L,R,NYY,CLE,S,,,0,1,2023,0.66,0.54,1.41,2.43,,,,0,6,Top,,,,,624431,,,6.346560435,-130.4928974,-3.893112305,6.064128407,28.84990057,-25.428031,3.24,1.51,41,58.1,1,89.2,2448,6.1,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.37,,,,,,,,41,2,Slider,0,2,2,0,2,0,2,0,Standard,Standard,158,0,-0.049,,
FF,5/2/2023,96.3,-1.72,6.02,"Cole, Gerrit",665926,543037,,called_strike,,,,,14,Andres Gimenez strikes out swinging.,R,L,R,NYY,CLE,S,,,0,0,2023,-0.75,1.61,0.96,2.23,,,,0,6,Top,,,,,624431,,,8.779674105,-139.8878924,-8.145863217,-11.71454854,30.00727623,-9.267612191,3.22,1.45,,,,96.4,2442,6.3,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.16,,,,,,,,41,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,214,0,-0.038,,
FF,5/2/2023,96.8,-1.68,5.94,"Cole, Gerrit",605137,543037,field_out,hit_into_play,,,,,7,Josh Bell flies out to center fielder Harrison Bader.,R,L,R,NYY,CLE,X,8,fly_ball,2,2,2023,-0.73,1.65,-0.54,2.32,,,608070,2,5,Top,127.93,94.25,,,624431,,,4.685387539,-140.6827715,-7.816002499,-10.77117557,34.40544617,-8.675174723,3.72,1.8,290,95.1,15,96.3,2530,6.2,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.28,0.809,0.792,0,1,0,0,4,36,5,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,211,0.018,-0.202,,
FF,5/2/2023,96.3,-1.81,5.93,"Cole, Gerrit",605137,543037,,ball,,,,,11,Josh Bell flies out to center fielder Harrison Bader.,R,L,R,NYY,CLE,B,,,1,2,2023,-0.68,1.5,-0.31,4.54,,,608070,2,5,Top,,,,,624431,,,5.532383809,-140.2137613,-1.514321824,-10.29873772,32.9186594,-12.2960606,3.64,1.8,,,,96.1,2535,6.2,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.26,,,,,,,,36,4,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,216,0,0.028,,
CH,5/2/2023,88,-1.8,5.76,"Cole, Gerrit",605137,543037,,swinging_strike,,,,,13,Josh Bell flies out to center fielder Harrison Bader.,R,L,R,NYY,CLE,S,,,1,1,2023,-1.31,0.72,-0.1,1.03,,,608070,2,5,Top,,,,,624431,,,6.847827109,-127.9236872,-6.878412805,-15.79735069,26.17351697,-23.01919369,3.72,1.8,,,,88.4,1417,6.5,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,53.95,,,,,,,,36,3,Changeup,0,2,2,0,2,0,2,0,Standard,Standard,235,0,-0.05,,
FF,5/2/2023,96.3,-1.73,5.92,"Cole, Gerrit",605137,543037,,foul,,,,,13,Josh Bell flies out to center fielder Harrison Bader.,R,L,R,NYY,CLE,S,,,1,0,2023,-0.68,1.68,-0.86,2.72,,,608070,2,5,Top,,,,,624431,,,3.847159515,-139.9485426,-6.667821662,-9.865908191,34.91427905,-8.771339018,3.72,1.8,227,76.7,25,95.6,2516,6.2,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.28,,,,,,,,36,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,214,0,-0.042,,
FF,5/2/2023,96,-1.81,5.84,"Cole, Gerrit",605137,543037,,ball,,,,,14,Josh Bell flies out to center fielder Harrison Bader.,R,L,R,NYY,CLE,B,,,0,0,2023,-0.96,1.5,0.03,1.23,,,608070,2,5,Top,,,,,624431,,,7.028388169,-139.200799,-9.876756976,-14.12918366,33.99992081,-10.60419671,3.59,1.77,,,,95.4,2478,6.3,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.15,,,,,,,,36,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,214,0,0.025,,
CH,5/2/2023,88.3,-2,5.68,"Cole, Gerrit",647304,543037,field_out,hit_into_play,,,,,13,Josh Naylor flies out to center fielder Harrison Bader.,R,L,R,NYY,CLE,X,8,fly_ball,2,2,2023,-1.24,0.87,-1.16,1.93,,,608070,1,5,Top,126.12,96.67,,,624431,,,4.632686565,-128.4861211,-4.864076638,-14.70134111,26.76837141,-21.69990424,3.11,1.49,288,85.6,19,88.4,1425,6.4,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.11,0.743,0.698,0,1,0,0,4,35,5,Changeup,0,2,2,0,2,0,2,0,Standard,Standard,233,0.021,-0.274,,
FF,5/2/2023,96.3,-1.82,5.98,"Cole, Gerrit",647304,543037,,ball,,,,,13,Josh Naylor flies out to center fielder Harrison Bader.,R,L,R,NYY,CLE,B,,,1,2,2023,-0.64,1.75,-1.77,1.49,,,608070,1,5,Top,,,,,624431,,,1.605054493,-139.9724845,-10.26069555,-8.811165184,32.11753071,-7.07636142,3.14,1.49,,,,96.1,2486,6.3,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.21,,,,,,,,35,4,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,208,0,0.055,,
KC,5/2/2023,84.9,-1.61,5.97,"Cole, Gerrit",647304,543037,,ball,,,,,14,Josh Naylor flies out to center fielder Harrison Bader.,R,L,R,NYY,CLE,B,,,0,2,2023,0.78,-0.9,2.07,1.14,,,608070,1,5,Top,,,,,624431,,,7.028477676,-123.4815827,-3.116579564,6.381695199,26.65057623,-40.83972504,3.19,1.49,,,,84.4,2827,6.2,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.34,,,,,,,,35,3,Knuckle Curve,0,2,2,0,2,0,2,0,Standard,Standard,33,0,0.027,,
FF,5/2/2023,96.8,-1.56,6.02,"Cole, Gerrit",647304,543037,,called_strike,,,,,14,Josh Naylor flies out to center fielder Harrison Bader.,R,L,R,NYY,CLE,S,,,0,1,2023,-0.66,1.42,0.84,2.34,,,608070,1,5,Top,,,,,624431,,,7.914407613,-140.6634542,-7.513486256,-10.57489593,31.10126276,-11.77997317,3.17,1.53,,,,96.9,2489,6.3,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.15,,,,,,,,35,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,207,0,-0.062,,
FF,5/2/2023,95.9,-1.74,5.92,"Cole, Gerrit",647304,543037,,foul,,,,,12,Josh Naylor flies out to center fielder Harrison Bader.,R,L,R,NYY,CLE,S,,,0,0,2023,-0.89,1.49,0.04,3.58,,,608070,1,5,Top,,,,,624431,,,6.717370432,-139.5190564,-3.960721475,-13.16354473,30.6348235,-12.01247628,3.11,1.49,175,79.8,15,96.1,2516,6.3,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.15,,,,,,,,35,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,212,0,-0.05,,
KC,5/2/2023,83,-1.74,5.96,"Cole, Gerrit",608070,543037,single,hit_into_play,,,,,13,Jose Ramirez singles on a fly ball to left fielder Aaron Hicks.,R,L,R,NYY,CLE,X,7,fly_ball,0,0,2023,0.62,-1.08,-0.95,2.36,,,,1,5,Top,93.84,112.91,,,624431,,,0.579636524,-120.8101781,0.373546737,5.97324222,24.79547533,-43.01047939,3.36,1.59,205,66.8,27,82.2,2653,5.9,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.62,0.957,0.897,0.9,1,1,0,4,34,1,Knuckle Curve,0,2,2,0,2,0,2,0,Infield shade,Strategic,40,-0.018,0.263,,
FF,5/2/2023,95.9,-1.62,6.05,"Cole, Gerrit",642708,543037,strikeout,foul_tip,,,,,11,Amed Rosario strikes out on a foul tip.,R,R,R,NYY,CLE,S,2,,1,2,2023,-0.52,1.6,-0.6,3.51,,,,0,5,Top,,,,,624431,,,3.860532217,-139.5188779,-4.704848077,-7.676369275,32.06884706,-10.44351585,3.32,1.57,,,,95.6,2446,6.2,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.31,,0,0,1,0,0,,33,4,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Strategic,210,0.017,-0.173,,
FF,5/2/2023,95.4,-1.66,6.12,"Cole, Gerrit",642708,543037,,ball,,,,,11,Amed Rosario strikes out on a foul tip.,R,R,R,NYY,CLE,B,,,0,2,2023,-0.79,1.61,-0.98,4.83,,,,0,5,Top,,,,,624431,,,3.555581681,-138.8759519,-1.320663142,-11.04778164,33.51656715,-11.39969279,3.06,1.41,,,,94.9,2494,6.1,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.38,,,,,,,,33,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Strategic,208,0,0.022,,
FF,5/2/2023,95.1,-1.62,6.12,"Cole, Gerrit",642708,543037,,foul,,,,,11,Amed Rosario strikes out on a foul tip.,R,R,R,NYY,CLE,S,,,0,1,2023,-0.85,1.58,-1.22,3.44,,,,0,5,Top,,,,,624431,,,2.951216363,-138.4061015,-4.889478765,-11.62429256,32.34350997,-11.01376864,3.32,1.57,229,72.6,32,94.6,2474,6.1,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.43,,,,,,,,33,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Strategic,212,0,-0.049,,
KC,5/2/2023,82.2,-1.61,6.18,"Cole, Gerrit",642708,543037,,called_strike,,,,,2,Amed Rosario strikes out on a foul tip.,R,R,R,NYY,CLE,S,,,0,0,2023,0.78,-0.79,-0.24,2.95,,,,0,5,Top,,,,,624431,,,1.593789029,-119.6196221,0.811364808,7.051969927,25.33740374,-40.10647967,3.08,1.49,,,,81.4,2711,6,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.53,,,,,,,,33,1,Knuckle Curve,0,2,2,0,2,0,2,0,Standard,Strategic,40,0,-0.038,,
FF,5/2/2023,96.2,-1.66,6.07,"Cole, Gerrit",680757,543037,field_out,hit_into_play,,,,,11,"Steven Kwan grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,L,R,NYY,CLE,X,6,ground_ball,1,2,2023,-0.93,1.39,-1.08,2.61,,,,2,4,Top,123.32,143.35,,,624431,,,3.648497253,-139.8592548,-6.696003643,-13.04513126,34.68466108,-12.56510732,3.26,1.54,7,80,-20,95.6,2575,6.2,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.28,0.063,0.062,0,1,0,0,2,29,5,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,206,0.009,-0.074,,
SL,5/2/2023,89.9,-1.76,5.94,"Cole, Gerrit",680757,543037,,ball,,,,,14,"Steven Kwan grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,L,R,NYY,CLE,B,,,0,2,2023,0.43,0.27,1.68,-0.18,,,,2,4,Top,,,,,624431,,,7.577154161,-130.4285247,-9.702273105,3.362327441,27.35108516,-27.15916432,3.29,1.54,,,,89.6,2547,6.3,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.21,,,,,,,,29,4,Slider,0,2,2,0,2,0,2,0,Standard,Standard,154,0,0.009,,
FF,5/2/2023,95.7,-1.67,6.01,"Cole, Gerrit",680757,543037,,foul,,,,,11,"Steven Kwan grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,L,R,NYY,CLE,S,,,0,2,2023,-0.75,1.42,-1.37,2.41,,,,2,4,Top,,,,,624431,,,2.492383282,-139.261025,-7.095040065,-10.27128286,31.33394641,-12.30812497,3.26,1.54,191,68,27,95.7,2268,6.3,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.21,,,,,,,,29,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,211,0,0,,
FF,5/2/2023,95,-1.62,6.06,"Cole, Gerrit",680757,543037,,foul,,,,,1,"Steven Kwan grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,L,R,NYY,CLE,S,,,0,1,2023,-0.71,1.64,-0.7,2.8,,,,2,4,Top,,,,,624431,,,3.986244665,-138.1913236,-6.522872816,-10.01527041,32.83573761,-9.869003887,3.26,1.54,222,80.9,54,94.6,2377,6.2,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.3,,,,,,,,29,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Strategic,215,0,-0.023,,
FF,5/2/2023,95.8,-1.71,6.02,"Cole, Gerrit",680757,543037,,called_strike,,,,,1,"Steven Kwan grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,L,R,NYY,CLE,S,,,0,0,2023,-0.62,1.56,-0.66,2.93,,,,2,4,Top,,,,,624431,,,4.156750809,-139.398995,-6.055226657,-8.964579948,32.13510996,-10.68804387,3.31,1.54,,,,95.7,2523,6.3,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.23,,,,,,,,29,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,207,0,-0.017,,
SL,5/2/2023,87.3,-1.78,5.94,"Cole, Gerrit",664702,543037,field_out,hit_into_play,,,,,9,"Myles Straw grounds out, pitcher Gerrit Cole to first baseman Anthony Rizzo.",R,R,R,NYY,CLE,X,1,ground_ball,0,2,2023,0.35,-0.23,0.34,1.79,,,,1,4,Top,128.62,169.77,,,624431,,,4.364438869,-127.0970929,-3.392892673,2.984139017,25.06424256,-34.20324323,3.36,1.56,7,86.5,-13,87.1,2474,6,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.45,0.143,0.147,0,1,0,0,2,28,3,Slider,0,2,2,0,2,0,2,0,Standard,Strategic,105,0.012,-0.107,,
KC,5/2/2023,81,-1.6,6.13,"Cole, Gerrit",664702,543037,,called_strike,,,,,4,"Myles Straw grounds out, pitcher Gerrit Cole to first baseman Anthony Rizzo.",R,R,R,NYY,CLE,S,,,0,1,2023,0.43,-1.25,-0.69,2.24,,,,1,4,Top,,,,,624431,,,1.20956498,-117.921086,0.416084632,3.70063019,25.68427622,-44.01901817,3.33,1.56,,,,80.1,2571,6,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.51,,,,,,,,28,2,Knuckle Curve,0,2,2,0,2,0,2,0,Standard,Strategic,45,0,-0.036,,
FF,5/2/2023,95.5,-1.65,6.13,"Cole, Gerrit",664702,543037,,called_strike,,,,,2,"Myles Straw grounds out, pitcher Gerrit Cole to first baseman Anthony Rizzo.",R,R,R,NYY,CLE,S,,,0,0,2023,-0.52,1.55,-0.22,3.33,,,,1,4,Top,,,,,624431,,,4.92746501,-138.9945973,-5.219237079,-7.832634306,32.30919495,-11.11943119,3.36,1.56,,,,95.1,2477,6.1,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.38,,,,,,,,28,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Strategic,208,0,-0.026,,
KC,5/2/2023,82.5,-1.58,6.19,"Cole, Gerrit",686823,543037,field_out,hit_into_play,,,,,9,"Will Brennan grounds out, second baseman Gleyber Torres to first baseman Anthony Rizzo.",R,L,R,NYY,CLE,X,4,ground_ball,0,1,2023,0.69,-0.99,0.45,2.13,,,,0,4,Top,143.09,165.16,,,624431,,,3.244035709,-120.1260274,-0.749241576,5.994218372,25.00168869,-41.78982855,3.39,1.59,107,95.2,6,81.9,2666,6,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.47,0.54,0.503,0,1,0,0,4,27,2,Knuckle Curve,0,2,2,0,2,0,2,0,Standard,Standard,37,0.017,-0.2,,
FF,5/2/2023,96.2,-1.73,6.03,"Cole, Gerrit",686823,543037,,called_strike,,,,,2,"Will Brennan grounds out, second baseman Gleyber Torres to first baseman Anthony Rizzo.",R,L,R,NYY,CLE,S,,,0,0,2023,-0.66,1.29,0.22,3.24,,,,0,4,Top,,,,,624431,,,6.649602475,-139.8635467,-4.733877175,-10.21421202,31.41265738,-14.33545449,3.42,1.59,,,,96.1,2403,6.2,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.26,,,,,,,,27,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,213,0,-0.038,,
FF,5/2/2023,97,-1.63,5.99,"Cole, Gerrit",572287,543037,strikeout,called_strike,,,,,5,Mike Zunino called out on strikes.,R,R,R,NYY,CLE,S,2,,1,2,2023,-0.67,1.5,0.26,2.06,647304,605137,,2,3,Top,,,,,624431,,,6.620748221,-140.9008201,-8.383927079,-10.50893219,33.40155908,-10.48136292,3.23,1.52,,,,96.9,2543,6.4,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.07,,0,0,1,0,0,,23,4,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,212,0.044,-0.376,,
FF,5/2/2023,96.5,-1.57,6.08,"Cole, Gerrit",572287,543037,,ball,,,,,11,Mike Zunino called out on strikes.,R,R,R,NYY,CLE,B,,,0,2,2023,-0.8,1.5,-0.19,3.52,647304,605137,,2,3,Top,,,,,624431,,,5.478684445,-140.3811552,-4.62487945,-11.80293336,34.7149988,-11.4923688,3.28,1.52,,,,96.2,2528,6.3,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.18,,,,,,,,23,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,213,0,0.02,,
FF,5/2/2023,96.1,-1.69,6.12,"Cole, Gerrit",572287,543037,,swinging_strike,,,,,11,Mike Zunino called out on strikes.,R,R,R,NYY,CLE,S,,,0,1,2023,-0.86,1.75,-0.71,3.43,647304,605137,,2,3,Top,,,,,624431,,,4.534672075,-139.6578914,-5.39287498,-12.24097015,35.64066301,-8.333868557,3.23,1.52,,,,95.3,2509,6.2,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.3,,,,,,,,23,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,212,0,-0.148,,
FF,5/2/2023,96.6,-1.51,6.08,"Cole, Gerrit",572287,543037,,called_strike,,,,,6,Mike Zunino called out on strikes.,R,R,R,NYY,CLE,S,,,0,0,2023,-0.73,1.45,0.5,2.52,647304,605137,,2,3,Top,,,,,624431,,,7.016012633,-140.3818618,-7.193949504,-11.28055971,34.35698551,-11.49976101,3.31,1.52,,,,96.3,2428,6.4,718339,543037,624431,519203,650402,518934,683011,543305,664056,665828,54.12,,,,,,,,23,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,208,0,-0.073,,
